Transaction_ID,Customer_ID_internal,Account_Type_internal,Total_Balance_internal,Transaction_Amount_internal,Investment_Amount_internal,Investment_Type_internal,Transaction_Date_internal,Customer_ID_external,Account_Type_external,Total_Balance_external,Transaction_Amount_external,Investment_Amount_external,Investment_Type_external,Transaction_Date_external,status,amount_difference,date_difference_days,record_location
305064,206973,Current,92289,4849.0,40790,Mutual Fund,2024-01-22,206973,Current,92289.0,4849.0,40790.0,Mutual Fund,2024-01-22,MATCH,0.0,0.0,both
305065,207693,Business,23144,1514.06,11750,Mutual Fund,2024-09-14,207693,Business,23144.0,1514.06,11750.0,Mutual Fund,2024-09-14,MATCH,0.0,0.0,both
305066,209921,Savings,40945,3567.33,22525,Recurring Deposit,2024-04-09,209921,Savings,40945.0,3567.33,22525.0,Recurring Deposit,2024-04-09,MATCH,0.0,0.0,both
305067,200233,Business,81483,2247.0,48711,Recurring Deposit,2024-05-18,200233,Business,81483.0,2247.0,48711.0,Recurring Deposit,2024-05-18,MATCH,0.0,0.0,both
305068,209403,Business,29673,1276.0,1794,Recurring Deposit,2022-12-21,209403,Business,29673.0,1276.0,1794.0,Recurring Deposit,2022-12-21,MATCH,0.0,0.0,both
305069,201300,Savings,2564,1482.0,13345,Mutual Fund,2025-02-27,201300,Savings,2564.0,1482.0,13345.0,Mutual Fund,2025-02-27,MATCH,0.0,0.0,both
305070,202466,Savings,77696,2477.0,23686,Recurring Deposit,2024-09-04,202466,Savings,77696.0,2477.0,23686.0,Recurring Deposit,2024-09-04,MATCH,0.0,0.0,both
305071,202000,Savings,45502,3363.0,5666,Fixed Deposit,2022-12-15,202000,Savings,45502.0,3363.0,5666.0,Fixed Deposit,2022-12-15,MATCH,0.0,0.0,both
305072,208614,Business,23517,3240.0,35563,Recurring Deposit,2022-10-06,208614,Business,23517.0,3240.0,35563.0,Recurring Deposit,2022-10-06,MATCH,0.0,0.0,both
305073,202072,Business,13668,1959.0,45462,Mutual Fund,2022-08-28,202072,Business,13668.0,1959.0,45462.0,Mutual Fund,2022-08-28,MATCH,0.0,0.0,both
305074,201451,Business,51141,1236.0,48206,Recurring Deposit,2023-11-12,201451,Business,51141.0,1236.0,48206.0,Recurring Deposit,2023-11-12,MATCH,0.0,0.0,both
305075,205306,Savings,30499,3575.0,18578,Fixed Deposit,2025-01-05,205306,Savings,30499.0,3575.0,18578.0,Fixed Deposit,2025-01-05,MATCH,0.0,0.0,both
305076,204003,Business,73792,2529.0,39260,Recurring Deposit,2024-10-08,204003,Business,73792.0,2529.0,39260.0,Recurring Deposit,2024-10-08,MATCH,0.0,0.0,both
305077,206255,Business,91892,4238.0,37192,Mutual Fund,2024-10-17,206255,Business,91892.0,4238.0,37192.0,Mutual Fund,2024-10-17,MATCH,0.0,0.0,both
305078,204736,Savings,24201,4584.0,42822,Mutual Fund,2023-08-02,204736,Savings,24201.0,4584.0,42822.0,Mutual Fund,2023-08-02,MATCH,0.0,0.0,both
305079,200529,Savings,62218,3919.0,33667,Fixed Deposit,2024-05-12,200529,Savings,62218.0,3919.0,33667.0,Fixed Deposit,2024-05-12,MATCH,0.0,0.0,both
305080,200931,Business,5605,3136.0,28096,Fixed Deposit,2023-11-08,200931,Business,5605.0,3136.0,28096.0,Fixed Deposit,2023-11-08,MATCH,0.0,0.0,both
305081,207813,Current,88630,209.0,23519,Mutual Fund,2023-12-31,207813,Current,88630.0,209.0,23519.0,Mutual Fund,2023-12-31,MATCH,0.0,0.0,both
305082,203786,Business,3598,1027.0,36065,Fixed Deposit,2024-10-22,203786,Business,3598.0,1027.0,36065.0,Fixed Deposit,2024-10-22,MATCH,0.0,0.0,both
305083,209981,Current,60945,953.0,17958,Fixed Deposit,2025-02-28,209981,Current,60945.0,953.0,17958.0,Fixed Deposit,2025-02-28,MATCH,0.0,0.0,both
305084,205035,Business,69842,1936.0,46968,Recurring Deposit,2023-04-10,205035,Business,69842.0,1936.0,46968.0,Recurring Deposit,2023-04-10,MATCH,0.0,0.0,both
305085,209767,Current,88253,4622.0,24288,Fixed Deposit,2023-05-20,209767,Current,88253.0,4622.0,24288.0,Fixed Deposit,2023-05-20,MATCH,0.0,0.0,both
305086,203101,Savings,84736,3929.0,15430,Mutual Fund,2023-11-29,203101,Savings,84736.0,3929.0,15430.0,Mutual Fund,2023-11-29,MATCH,0.0,0.0,both
305087,209502,Savings,46046,463.0,32331,Fixed Deposit,2023-09-04,209502,Savings,46046.0,463.0,32331.0,Fixed Deposit,2023-09-04,MATCH,0.0,0.0,both
305088,201465,Business,14965,4266.0,39253,Fixed Deposit,2023-06-20,201465,Business,14965.0,4266.0,39253.0,Fixed Deposit,2023-06-20,MATCH,0.0,0.0,both
305089,203510,Savings,41274,1092.0,43730,Fixed Deposit,2024-02-22,203510,Savings,41274.0,1092.0,43730.0,Fixed Deposit,2024-02-22,MATCH,0.0,0.0,both
305090,206307,Business,87613,3997.0,44913,Fixed Deposit,2022-10-14,206307,Business,87613.0,3997.0,44913.0,Fixed Deposit,2022-10-14,MATCH,0.0,0.0,both
305091,204430,Business,59582,4735.0,48218,Fixed Deposit,2022-10-21,204430,Business,59582.0,4735.0,48218.0,Fixed Deposit,2022-10-21,MATCH,0.0,0.0,both
305092,209775,Savings,9614,3384.0,21783,Fixed Deposit,2023-12-22,209775,Savings,9614.0,3384.0,21783.0,Fixed Deposit,2023-12-22,MATCH,0.0,0.0,both
305093,200589,Current,29445,3894.0,30077,Mutual Fund,2024-10-11,200589,Current,29445.0,3894.0,30077.0,Mutual Fund,2024-10-11,MATCH,0.0,0.0,both
305094,205462,Business,6565,1430.0,32039,Recurring Deposit,2025-03-12,205462,Business,6565.0,1430.0,32039.0,Recurring Deposit,2025-03-12,MATCH,0.0,0.0,both
305095,207952,Current,36068,2013.0,15046,Mutual Fund,2024-05-24,207952,Current,36068.0,2013.0,15046.0,Mutual Fund,2024-05-24,MATCH,0.0,0.0,both
305096,202330,Current,53940,3822.0,38277,Recurring Deposit,2023-06-28,202330,Current,53940.0,3822.0,38277.0,Recurring Deposit,2023-06-28,MATCH,0.0,0.0,both
305097,209662,Savings,66694,2036.0,21243,Recurring Deposit,2025-03-14,209662,Savings,66694.0,2036.0,21243.0,Recurring Deposit,2025-03-14,MATCH,0.0,0.0,both
305098,203469,Business,28782,1968.0,6645,Mutual Fund,2024-07-18,203469,Business,28782.0,1968.0,6645.0,Mutual Fund,2024-07-18,MATCH,0.0,0.0,both
305099,209113,Savings,61542,2188.0,27894,Fixed Deposit,2023-07-21,209113,Savings,61542.0,2188.0,27894.0,Fixed Deposit,2023-07-21,MATCH,0.0,0.0,both
305100,200170,Business,83677,2454.0,31460,Mutual Fund,2024-07-27,200170,Business,83677.0,2454.0,31460.0,Mutual Fund,2024-07-27,MATCH,0.0,0.0,both
305101,204298,Current,99588,2926.0,48402,Fixed Deposit,2024-11-27,204298,Current,99588.0,2926.0,48402.0,Fixed Deposit,2024-11-27,MATCH,0.0,0.0,both
305102,205760,Business,26650,1122.0,21792,Recurring Deposit,2023-02-21,205760,Business,26650.0,1122.0,21792.0,Recurring Deposit,2023-02-21,MATCH,0.0,0.0,both
305103,204375,Current,15296,1428.63,13690,Recurring Deposit,2023-01-27,204375,Current,15296.0,1428.63,13690.0,Recurring Deposit,2023-01-27,MATCH,0.0,0.0,both
305104,200403,Savings,75444,3198.0,6214,Recurring Deposit,2023-02-09,200403,Savings,75444.0,3198.0,6214.0,Recurring Deposit,2023-02-09,MATCH,0.0,0.0,both
305105,203527,Savings,20695,2708.0,6348,Fixed Deposit,2024-11-14,203527,Savings,20695.0,2708.0,6348.0,Fixed Deposit,2024-11-14,MATCH,0.0,0.0,both
305106,209223,Savings,60252,1561.0,10110,Fixed Deposit,2023-06-15,209223,Savings,60252.0,1561.0,10110.0,Fixed Deposit,2023-06-15,MATCH,0.0,0.0,both
305107,209597,Business,92128,2417.0,46419,Recurring Deposit,2025-02-19,209597,Business,92128.0,2417.0,46419.0,Recurring Deposit,2025-02-19,MATCH,0.0,0.0,both
305108,202065,Business,60470,1633.0,49149,Recurring Deposit,2023-09-08,202065,Business,60470.0,1633.0,49149.0,Recurring Deposit,2023-09-08,MATCH,0.0,0.0,both
305109,207669,Savings,49306,2869.0,40133,Mutual Fund,2025-01-28,207669,Savings,49306.0,2869.0,40133.0,Mutual Fund,2025-01-28,MATCH,0.0,0.0,both
305110,209337,Business,84805,3375.0,4311,Fixed Deposit,2022-10-13,209337,Business,84805.0,3375.0,4311.0,Fixed Deposit,2022-10-13,MATCH,0.0,0.0,both
305111,201902,Business,26542,893.0,5075,Recurring Deposit,2024-12-24,201902,Business,26542.0,893.0,5075.0,Recurring Deposit,2024-12-24,MATCH,0.0,0.0,both
305112,209955,Business,97269,3723.0,36358,Recurring Deposit,2022-12-22,209955,Business,97269.0,3723.0,36358.0,Recurring Deposit,2022-12-22,MATCH,0.0,0.0,both
305113,204690,Current,50245,2393.0,6391,Mutual Fund,2024-05-11,204690,Current,50245.0,2393.0,6391.0,Mutual Fund,2024-05-11,MATCH,0.0,0.0,both
305114,205516,Business,65591,2411.11,27677,Mutual Fund,2024-07-10,205516,Business,65591.0,2411.11,27677.0,Mutual Fund,2024-07-10,MATCH,0.0,0.0,both
305115,204584,Savings,60735,601.0,47487,Fixed Deposit,2025-03-03,204584,Savings,60735.0,601.0,47487.0,Fixed Deposit,2025-03-03,MATCH,0.0,0.0,both
305116,206331,Savings,74258,3281.0,38396,Mutual Fund,2024-12-04,206331,Savings,74258.0,3281.0,38396.0,Mutual Fund,2024-12-04,MATCH,0.0,0.0,both
305117,205273,Business,73247,1013.0,34095,Fixed Deposit,2023-08-03,205273,Business,73247.0,1013.0,34095.0,Fixed Deposit,2023-08-03,MATCH,0.0,0.0,both
305118,200123,Current,31100,2916.0,32697,Recurring Deposit,2022-09-16,200123,Current,31100.0,2916.0,32697.0,Recurring Deposit,2022-09-16,MATCH,0.0,0.0,both
305119,207476,Current,45138,2163.0,21805,Recurring Deposit,2023-09-19,207476,Current,45138.0,2163.0,21805.0,Recurring Deposit,2023-09-19,MATCH,0.0,0.0,both
305120,208798,Current,46981,3528.0,9822,Recurring Deposit,2024-08-10,208798,Current,46981.0,3528.0,9822.0,Recurring Deposit,2024-08-10,MATCH,0.0,0.0,both
305121,202921,Savings,15795,3115.0,6789,Mutual Fund,2024-04-05,202921,Savings,15795.0,3115.0,6789.0,Mutual Fund,2024-04-05,MATCH,0.0,0.0,both
305122,209286,Savings,79188,4695.0,13749,Recurring Deposit,2024-09-11,209286,Savings,79188.0,4695.0,13749.0,Recurring Deposit,2024-09-11,MATCH,0.0,0.0,both
305123,202151,Business,89487,2085.0,29934,Fixed Deposit,2024-08-23,202151,Business,89487.0,2085.0,29934.0,Fixed Deposit,2024-08-23,MATCH,0.0,0.0,both
305124,202713,Business,99397,2778.0,23787,Recurring Deposit,2025-01-20,202713,Business,99397.0,2778.0,23787.0,Recurring Deposit,2025-01-20,MATCH,0.0,0.0,both
305125,207923,Business,20557,3136.0,6496,Fixed Deposit,2023-12-29,207923,Business,20557.0,3136.0,6496.0,Fixed Deposit,2023-12-29,MATCH,0.0,0.0,both
305126,201715,Current,27133,2625.0,33338,Mutual Fund,2025-01-31,201715,Current,27133.0,2625.0,33338.0,Mutual Fund,2025-01-31,MATCH,0.0,0.0,both
305127,209895,Business,67454,4070.0,19200,Mutual Fund,2024-06-27,209895,Business,67454.0,4070.0,19200.0,Mutual Fund,2024-06-27,MATCH,0.0,0.0,both
305128,203459,Business,59985,3435.0,7040,Mutual Fund,2023-06-08,203459,Business,59985.0,3435.0,7040.0,Mutual Fund,2023-06-08,MATCH,0.0,0.0,both
305129,206894,Business,45246,1375.0,10618,Mutual Fund,2024-01-06,206894,Business,45246.0,1375.0,10618.0,Mutual Fund,2024-01-06,MATCH,0.0,0.0,both
305130,201889,Business,3517,3701.0,37010,Mutual Fund,2022-04-09,201889,Business,3517.0,3701.0,37010.0,Mutual Fund,2022-04-09,MATCH,0.0,0.0,both
305131,204656,Business,93349,1725.0,27973,Fixed Deposit,2024-06-10,204656,Business,93349.0,1725.0,27973.0,Fixed Deposit,2024-06-10,MATCH,0.0,0.0,both
305132,201895,Savings,39881,1660.0,8694,Mutual Fund,2022-09-02,201895,Savings,39881.0,1660.0,8694.0,Mutual Fund,2022-09-02,MATCH,0.0,0.0,both
305133,202927,Savings,22962,3445.0,16279,Recurring Deposit,2022-04-29,202927,Savings,22962.0,3445.0,16279.0,Recurring Deposit,2022-04-29,MATCH,0.0,0.0,both
305134,202693,Current,71364,3195.0,6916,Recurring Deposit,2023-11-02,202693,Current,71364.0,3195.0,6916.0,Recurring Deposit,2023-11-02,MATCH,0.0,0.0,both
305135,205252,Current,44333,3240.0,5578,Fixed Deposit,2022-11-01,205252,Current,44333.0,3240.0,5578.0,Fixed Deposit,2022-11-01,MATCH,0.0,0.0,both
305136,204241,Current,69111,110.0,31503,Mutual Fund,2022-06-11,204241,Current,69111.0,110.0,31503.0,Mutual Fund,2022-06-11,MATCH,0.0,0.0,both
305137,205250,Savings,94307,359.0,49150,Mutual Fund,2025-01-25,205250,Savings,94307.0,359.0,49150.0,Mutual Fund,2025-01-25,MATCH,0.0,0.0,both
305138,202561,Savings,89083,3181.0,33682,Mutual Fund,2022-06-16,202561,Savings,89083.0,3181.0,33682.0,Mutual Fund,2022-06-16,MATCH,0.0,0.0,both
305139,201826,Business,10133,3757.0,10919,Mutual Fund,2023-01-25,201826,Business,10133.0,3757.0,10919.0,Mutual Fund,2023-01-25,MATCH,0.0,0.0,both
305140,203506,Current,97101,3055.0,1100,Fixed Deposit,2023-05-09,203506,Current,97101.0,3055.0,1100.0,Fixed Deposit,2023-05-09,MATCH,0.0,0.0,both
305141,204931,Business,64866,2894.0,21777,Fixed Deposit,2022-11-26,204931,Business,64866.0,2894.0,21777.0,Fixed Deposit,2022-11-26,MATCH,0.0,0.0,both
305142,207202,Savings,27347,3262.0,31515,Mutual Fund,2023-06-09,207202,Savings,27347.0,3262.0,31515.0,Mutual Fund,2023-06-09,MATCH,0.0,0.0,both
305143,202475,Business,31010,2627.0,13637,Fixed Deposit,2025-02-14,202475,Business,31010.0,2627.0,13637.0,Fixed Deposit,2025-02-14,MATCH,0.0,0.0,both
305144,206477,Business,89789,122.0,24375,Mutual Fund,2023-04-14,206477,Business,89789.0,122.0,24375.0,Mutual Fund,2023-04-14,MATCH,0.0,0.0,both
305145,205417,Business,27271,3355.0,11366,Mutual Fund,2022-11-03,205417,Business,27271.0,3355.0,11366.0,Mutual Fund,2022-11-03,MATCH,0.0,0.0,both
305146,203184,Business,61048,2705.0,9992,Recurring Deposit,2022-06-25,203184,Business,61048.0,2705.0,9992.0,Recurring Deposit,2022-06-25,MATCH,0.0,0.0,both
305147,204721,Savings,88257,449.0,30018,Fixed Deposit,2025-02-25,204721,Savings,88257.0,449.0,30018.0,Fixed Deposit,2025-02-25,MATCH,0.0,0.0,both
305148,204152,Savings,58807,4781.0,37233,Recurring Deposit,2023-06-22,204152,Savings,58807.0,4781.0,37233.0,Recurring Deposit,2023-06-22,MATCH,0.0,0.0,both
305149,203244,Savings,44401,4196.0,41083,Recurring Deposit,2023-01-31,203244,Savings,44401.0,4196.0,41083.0,Recurring Deposit,2023-01-31,MATCH,0.0,0.0,both
305150,200693,Savings,61289,2951.0,1062,Fixed Deposit,2024-07-08,200693,Savings,61289.0,2951.0,1062.0,Fixed Deposit,2024-07-08,MATCH,0.0,0.0,both
305151,203073,Current,81449,1185.0,41579,Recurring Deposit,2022-05-10,203073,Current,81449.0,1185.0,41579.0,Recurring Deposit,2022-05-10,MATCH,0.0,0.0,both
305152,206599,Current,77013,2767.0,43451,Recurring Deposit,2023-09-29,206599,Current,77013.0,2767.0,43451.0,Recurring Deposit,2023-09-29,MATCH,0.0,0.0,both
305153,203540,Business,2914,4211.0,21622,Recurring Deposit,2024-02-22,203540,Business,2914.0,4211.0,21622.0,Recurring Deposit,2024-02-22,MATCH,0.0,0.0,both
305154,201619,Business,94469,523.0,43254,Mutual Fund,2022-08-27,201619,Business,94469.0,523.0,43254.0,Mutual Fund,2022-08-27,MATCH,0.0,0.0,both
305155,203914,Business,10404,3408.0,16166,Recurring Deposit,2024-11-02,203914,Business,10404.0,3408.0,16166.0,Recurring Deposit,2024-11-02,MATCH,0.0,0.0,both
305156,203873,Business,85921,1427.0,26518,Mutual Fund,2025-02-02,203873,Business,85921.0,1427.0,26518.0,Mutual Fund,2025-02-02,MATCH,0.0,0.0,both
305157,200564,Current,52403,2664.0,13688,Fixed Deposit,2024-08-09,200564,Current,52403.0,2664.0,13688.0,Fixed Deposit,2024-08-09,MATCH,0.0,0.0,both
305158,208687,Savings,18741,2556.0,8635,Mutual Fund,2023-03-04,208687,Savings,18741.0,2556.0,8635.0,Mutual Fund,2023-03-04,MATCH,0.0,0.0,both
305159,208992,Business,2175,1817.0,18661,Mutual Fund,2024-12-20,208992,Business,2175.0,1817.0,18661.0,Mutual Fund,2024-12-20,MATCH,0.0,0.0,both
305160,200640,Current,55865,576.0,12568,Mutual Fund,2024-08-08,200640,Current,55865.0,576.0,12568.0,Mutual Fund,2024-08-08,MATCH,0.0,0.0,both
305161,200162,Current,55808,2092.0,6899,Recurring Deposit,2023-11-15,200162,Current,55808.0,2092.0,6899.0,Recurring Deposit,2023-11-15,MATCH,0.0,0.0,both
305162,204346,Business,38208,1717.0,8690,Fixed Deposit,2023-03-25,204346,Business,38208.0,1717.0,8690.0,Fixed Deposit,2023-03-25,MATCH,0.0,0.0,both
305163,207704,Business,42064,1583.0,4737,Recurring Deposit,2024-05-22,207704,Business,42064.0,1583.0,4737.0,Recurring Deposit,2024-05-22,MATCH,0.0,0.0,both
305164,208835,Current,7424,4624.0,29792,Recurring Deposit,2025-03-06,208835,Current,7424.0,4624.0,29792.0,Recurring Deposit,2025-03-06,MATCH,0.0,0.0,both
305165,204424,Current,45763,2260.0,43863,Mutual Fund,2023-06-10,204424,Current,45763.0,2260.0,43863.0,Mutual Fund,2023-06-10,MATCH,0.0,0.0,both
305166,204464,Business,46213,2314.0,11584,Recurring Deposit,2025-03-01,204464,Business,46213.0,2314.0,11584.0,Recurring Deposit,2025-03-01,MATCH,0.0,0.0,both
305167,209330,Savings,1950,1791.0,35220,Mutual Fund,2025-01-16,209330,Savings,1950.0,1791.0,35220.0,Mutual Fund,2025-01-16,MATCH,0.0,0.0,both
305168,203708,Savings,51071,3937.0,6072,Fixed Deposit,2022-06-01,203708,Savings,51071.0,3937.0,6072.0,Fixed Deposit,2022-06-01,MATCH,0.0,0.0,both
305169,206749,Business,90081,1945.0,1437,Fixed Deposit,2023-11-03,206749,Business,90081.0,1945.0,1437.0,Fixed Deposit,2023-11-03,MATCH,0.0,0.0,both
305170,200137,Business,93391,195.0,41808,Mutual Fund,2023-11-13,200137,Business,93391.0,195.0,41808.0,Mutual Fund,2023-11-13,MATCH,0.0,0.0,both
305171,209875,Savings,25446,4471.0,36834,Fixed Deposit,2023-12-28,209875,Savings,25446.0,4471.0,36834.0,Fixed Deposit,2023-12-28,MATCH,0.0,0.0,both
305172,207106,Current,34190,2635.0,6696,Recurring Deposit,2025-02-17,207106,Current,34190.0,2635.0,6696.0,Recurring Deposit,2025-02-17,MATCH,0.0,0.0,both
305173,207242,Business,59113,5898.61,42969,Recurring Deposit,2023-07-19,207242,Business,59113.0,5898.61,42969.0,Recurring Deposit,2023-07-19,MATCH,0.0,0.0,both
305174,204251,Business,44535,1327.0,28710,Mutual Fund,2024-07-25,204251,Business,44535.0,1327.0,28710.0,Mutual Fund,2024-07-25,MATCH,0.0,0.0,both
305175,201058,Savings,8343,3961.0,40449,Fixed Deposit,2022-06-12,201058,Savings,8343.0,3961.0,40449.0,Fixed Deposit,2022-06-12,MATCH,0.0,0.0,both
305176,204614,Business,44159,3627.0,37546,Recurring Deposit,2022-04-10,204614,Business,44159.0,3627.0,37546.0,Recurring Deposit,2022-04-10,MATCH,0.0,0.0,both
305177,204277,Current,24681,239.0,18652,Recurring Deposit,2023-04-15,204277,Current,24681.0,239.0,18652.0,Recurring Deposit,2023-04-15,MATCH,0.0,0.0,both
305178,208361,Current,90126,4761.0,37922,Fixed Deposit,2023-01-30,208361,Current,90126.0,4761.0,37922.0,Fixed Deposit,2023-01-30,MATCH,0.0,0.0,both
305179,205413,Business,54606,3977.0,19041,Recurring Deposit,2024-11-09,205413,Business,54606.0,3977.0,19041.0,Recurring Deposit,2024-11-09,MATCH,0.0,0.0,both
305180,205842,Current,2232,1471.0,2143,Fixed Deposit,2024-02-07,205842,Current,2232.0,1471.0,2143.0,Fixed Deposit,2024-02-07,MATCH,0.0,0.0,both
305181,203903,Current,49570,3010.0,11378,Recurring Deposit,2023-03-06,203903,Current,49570.0,3010.0,11378.0,Recurring Deposit,2023-03-06,MATCH,0.0,0.0,both
305182,207224,Current,25214,1353.0,42378,Fixed Deposit,2024-11-29,207224,Current,25214.0,1353.0,42378.0,Fixed Deposit,2024-11-29,MATCH,0.0,0.0,both
305183,209579,Business,77876,1097.0,36206,Mutual Fund,2025-03-19,209579,Business,77876.0,1097.0,36206.0,Mutual Fund,2025-03-19,MATCH,0.0,0.0,both
305184,203051,Business,56876,447.0,38984,Recurring Deposit,2024-12-21,203051,Business,56876.0,447.0,38984.0,Recurring Deposit,2024-12-21,MATCH,0.0,0.0,both
305185,203666,Business,89206,1386.0,4055,Recurring Deposit,2023-10-13,203666,Business,89206.0,1386.0,4055.0,Recurring Deposit,2023-10-13,MATCH,0.0,0.0,both
305186,202760,Current,9251,423.0,20994,Fixed Deposit,2024-09-20,202760,Current,9251.0,423.0,20994.0,Fixed Deposit,2024-09-20,MATCH,0.0,0.0,both
305187,203835,Savings,40231,2816.0,25668,Mutual Fund,2024-07-17,203835,Savings,40231.0,2816.0,25668.0,Mutual Fund,2024-07-17,MATCH,0.0,0.0,both
305188,201360,Savings,22377,1504.0,44930,Recurring Deposit,2024-10-13,201360,Savings,22377.0,1504.0,44930.0,Recurring Deposit,2024-10-13,MATCH,0.0,0.0,both
305189,208614,Savings,66343,1997.0,2118,Fixed Deposit,2023-01-20,208614,Savings,66343.0,1997.0,2118.0,Fixed Deposit,2023-01-20,MATCH,0.0,0.0,both
305190,203973,Current,40075,5115.76,40086,Mutual Fund,2023-01-15,203973,Current,40075.0,5115.76,40086.0,Mutual Fund,2023-01-15,MATCH,0.0,0.0,both
305191,202829,Savings,14526,3765.0,22124,Fixed Deposit,2023-06-20,202829,Savings,14526.0,3765.0,22124.0,Fixed Deposit,2023-06-20,MATCH,0.0,0.0,both
305192,200145,Business,56564,3099.0,24777,Fixed Deposit,2024-02-16,200145,Business,56564.0,3099.0,24777.0,Fixed Deposit,2024-02-16,MATCH,0.0,0.0,both
305193,202373,Current,28393,3194.0,32268,Mutual Fund,2022-12-21,202373,Current,28393.0,3194.0,32268.0,Mutual Fund,2022-12-21,MATCH,0.0,0.0,both
305194,200229,Savings,26463,1874.0,45052,Fixed Deposit,2025-02-13,200229,Savings,26463.0,1874.0,45052.0,Fixed Deposit,2025-02-13,MATCH,0.0,0.0,both
305195,205388,Current,23276,2375.0,22849,Recurring Deposit,2022-07-14,205388,Current,23276.0,2375.0,22849.0,Recurring Deposit,2022-07-14,MATCH,0.0,0.0,both
305196,204680,Current,90127,4483.0,22738,Recurring Deposit,2023-01-05,204680,Current,90127.0,4483.0,22738.0,Recurring Deposit,2023-01-05,MATCH,0.0,0.0,both
305197,208049,Business,95159,3524.0,22572,Mutual Fund,2022-12-15,208049,Business,95159.0,3524.0,22572.0,Mutual Fund,2022-12-15,MATCH,0.0,0.0,both
305198,202665,Current,55719,4894.0,19528,Recurring Deposit,2024-05-27,202665,Current,55719.0,4894.0,19528.0,Recurring Deposit,2024-05-27,MATCH,0.0,0.0,both
305199,203593,Business,79886,2626.0,29457,Mutual Fund,2022-09-22,203593,Business,79886.0,2626.0,29457.0,Mutual Fund,2022-09-22,MATCH,0.0,0.0,both
305200,202829,Business,9866,500.0,2342,Fixed Deposit,2023-10-27,202829,Business,9866.0,500.0,2342.0,Fixed Deposit,2023-10-27,MATCH,0.0,0.0,both
305201,203336,Savings,42121,3334.0,21822,Mutual Fund,2022-05-23,203336,Savings,42121.0,3334.0,21822.0,Mutual Fund,2022-05-23,MATCH,0.0,0.0,both
305202,207816,Savings,99194,1977.0,22682,Recurring Deposit,2024-01-15,207816,Savings,99194.0,1977.0,22682.0,Recurring Deposit,2024-01-15,MATCH,0.0,0.0,both
305203,201241,Current,62821,413.0,25554,Recurring Deposit,2023-05-28,201241,Current,62821.0,413.0,25554.0,Recurring Deposit,2023-05-28,MATCH,0.0,0.0,both
305204,205048,Savings,39617,3544.0,42353,Mutual Fund,2024-08-01,205048,Savings,39617.0,3544.0,42353.0,Mutual Fund,2024-08-01,MATCH,0.0,0.0,both
305205,203295,Current,96017,726.0,23112,Recurring Deposit,2023-05-05,203295,Current,96017.0,726.0,23112.0,Recurring Deposit,2023-05-05,MATCH,0.0,0.0,both
305206,209576,Business,11090,930.0,3281,Mutual Fund,2022-10-09,209576,Business,11090.0,930.0,3281.0,Mutual Fund,2022-10-09,MATCH,0.0,0.0,both
305207,203362,Current,44024,2194.0,21516,Recurring Deposit,2022-11-25,203362,Current,44024.0,2194.0,21516.0,Recurring Deposit,2022-11-25,MATCH,0.0,0.0,both
305208,201388,Business,30808,2477.0,48574,Mutual Fund,2024-09-13,201388,Business,30808.0,2477.0,48574.0,Mutual Fund,2024-09-13,MATCH,0.0,0.0,both
305209,208297,Business,3082,1394.0,19960,Recurring Deposit,2023-04-21,208297,Business,3082.0,1394.0,19960.0,Recurring Deposit,2023-04-21,MATCH,0.0,0.0,both
305210,205752,Current,92339,4315.0,42325,Recurring Deposit,2022-03-29,205752,Current,92339.0,4315.0,42325.0,Recurring Deposit,2022-03-29,MATCH,0.0,0.0,both
305211,201821,Business,6282,1770.0,40459,Mutual Fund,2023-08-16,201821,Business,6282.0,1770.0,40459.0,Mutual Fund,2023-08-16,MATCH,0.0,0.0,both
305212,208476,Savings,5452,201.0,38018,Recurring Deposit,2024-03-14,208476,Savings,5452.0,201.0,38018.0,Recurring Deposit,2024-03-14,MATCH,0.0,0.0,both
305213,200595,Current,62701,3445.0,17431,Recurring Deposit,2022-11-16,200595,Current,62701.0,3445.0,17431.0,Recurring Deposit,2022-11-16,MATCH,0.0,0.0,both
305214,209254,Savings,76187,1461.0,15502,Fixed Deposit,2022-05-22,209254,Savings,76187.0,1461.0,15502.0,Fixed Deposit,2022-05-22,MATCH,0.0,0.0,both
305215,206655,Business,89874,873.0,31656,Fixed Deposit,2022-11-14,206655,Business,89874.0,873.0,31656.0,Fixed Deposit,2022-11-14,MATCH,0.0,0.0,both
305216,208743,Business,89179,2958.0,40333,Fixed Deposit,2023-08-04,208743,Business,89179.0,2958.0,40333.0,Fixed Deposit,2023-08-04,MATCH,0.0,0.0,both
305217,207877,Current,61999,3868.0,8997,Mutual Fund,2024-10-03,207877,Current,61999.0,3868.0,8997.0,Mutual Fund,2024-10-03,MATCH,0.0,0.0,both
305218,205784,Business,33194,3744.0,27591,Mutual Fund,2022-06-08,205784,Business,33194.0,3744.0,27591.0,Mutual Fund,2022-06-08,MATCH,0.0,0.0,both
305219,206884,Savings,65352,1217.0,15122,Recurring Deposit,2024-11-16,206884,Savings,65352.0,1217.0,15122.0,Recurring Deposit,2024-11-16,MATCH,0.0,0.0,both
305220,206049,Current,75945,78.6,35177,Recurring Deposit,2024-11-01,206049,Current,75945.0,78.6,35177.0,Recurring Deposit,2024-11-01,MATCH,0.0,0.0,both
